Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS2_Add_Site,Chrome 73.0.3683.86,,2019-04-02 14:14:47,2019-04-02 14:15:09,22.640s,FAILED
,,,,,,
Test Cases/Login_Tests/TC1_Login_Valid,Chrome 73.0.3683.86,,2019-04-02 14:14:47,2019-04-02 14:14:59,11.094s,PASSED
"openBrowser("""")",Chrome 73.0.3683.86,,2019-04-02 14:14:49,2019-04-02 14:14:54,5.258s,PASSED
"navigateToUrl(""http://ec2-54-148-80-155.us-west-2.compute.amazonaws.com:8080/Sites/#/login"")",Chrome 73.0.3683.86,,2019-04-02 14:14:54,2019-04-02 14:14:55,1.065s,PASSED
startPage = getUrl(),Chrome 73.0.3683.86,,2019-04-02 14:14:55,2019-04-02 14:14:55,0.275s,PASSED
"assert startPage == ""http://ec2-54-148-80-155.us-west-2.compute.amazonaws.com:8080/Sites/#/login""",Chrome 73.0.3683.86,,2019-04-02 14:14:55,2019-04-02 14:14:55,0.004s,PASSED
"setText(findTestObject(""Page_Login/input_Username""), Username)",Chrome 73.0.3683.86,,2019-04-02 14:14:55,2019-04-02 14:14:56,0.709s,PASSED
"setText(findTestObject(""Page_Login/input_Password""), Password)",Chrome 73.0.3683.86,,2019-04-02 14:14:56,2019-04-02 14:14:56,0.289s,PASSED
"click(findTestObject(""Page_Login/a_Login""))",Chrome 73.0.3683.86,,2019-04-02 14:14:56,2019-04-02 14:14:56,0.267s,PASSED
delay(2),Chrome 73.0.3683.86,,2019-04-02 14:14:56,2019-04-02 14:14:58,2.057s,PASSED
signedInPage = getUrl(),Chrome 73.0.3683.86,,2019-04-02 14:14:58,2019-04-02 14:14:59,0.113s,PASSED
"assert signedInPage == ""http://ec2-54-148-80-155.us-west-2.compute.amazonaws.com:8080/Sites/#/site""",Chrome 73.0.3683.86,,2019-04-02 14:14:59,2019-04-02 14:14:59,0.001s,PASSED
,,,,,,
Test Cases/Sites/TC3_Add_Site,Chrome 73.0.3683.86,,2019-04-02 14:14:59,2019-04-02 14:15:08,9.667s,FAILED
"click(findTestObject(""Page_HomePage/Add Site/a_Add Site""))",Chrome 73.0.3683.86,,2019-04-02 14:14:59,2019-04-02 14:15:00,0.278s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter Site Name""))",Chrome 73.0.3683.86,,2019-04-02 14:15:00,2019-04-02 14:15:00,0.284s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input__siteName""), ""in and out"")",Chrome 73.0.3683.86,,2019-04-02 14:15:00,2019-04-02 14:15:00,0.512s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter Address""))",Chrome 73.0.3683.86,,2019-04-02 14:15:00,2019-04-02 14:15:01,0.328s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input__siteName""), ""in and out 3"")",Chrome 73.0.3683.86,,2019-04-02 14:15:01,2019-04-02 14:15:01,0.492s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter Site Name_address""), ""123 potato"")",Chrome 73.0.3683.86,,2019-04-02 14:15:01,2019-04-02 14:15:02,0.434s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter City""))",Chrome 73.0.3683.86,,2019-04-02 14:15:02,2019-04-02 14:15:02,0.209s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter Address_city""), ""irvine"")",Chrome 73.0.3683.86,,2019-04-02 14:15:02,2019-04-02 14:15:02,0.394s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter State""))",Chrome 73.0.3683.86,,2019-04-02 14:15:02,2019-04-02 14:15:02,0.227s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter City_state""), ""california"")",Chrome 73.0.3683.86,,2019-04-02 14:15:02,2019-04-02 14:15:03,0.509s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_NEXT""))",Chrome 73.0.3683.86,,2019-04-02 14:15:03,2019-04-02 14:15:03,0.243s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_NEXT_country""), ""united states"")",Chrome 73.0.3683.86,,2019-04-02 14:15:03,2019-04-02 14:15:04,0.658s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter ZIP Code""))",Chrome 73.0.3683.86,,2019-04-02 14:15:04,2019-04-02 14:15:04,0.246s,PASSED
