Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS2_Add_Site,Chrome 73.0.3683.86,,2019-04-04 09:59:09,2019-04-04 09:59:27,17.860s,FAILED
,,,,,,
Test Cases/Login_Tests/TC1_Login_Valid,Chrome 73.0.3683.86,,2019-04-04 09:59:10,2019-04-04 09:59:21,11.377s,PASSED
"openBrowser("""")",Chrome 73.0.3683.86,,2019-04-04 09:59:11,2019-04-04 09:59:16,5.297s,PASSED
"navigateToUrl(""http://ec2-54-148-80-155.us-west-2.compute.amazonaws.com:8080/Sites/#/login"")",Chrome 73.0.3683.86,,2019-04-04 09:59:16,2019-04-04 09:59:17,1.010s,PASSED
startPage = getUrl(),Chrome 73.0.3683.86,,2019-04-04 09:59:17,2019-04-04 09:59:18,0.258s,PASSED
"assert startPage == ""http://ec2-54-148-80-155.us-west-2.compute.amazonaws.com:8080/Sites/#/login""",Chrome 73.0.3683.86,,2019-04-04 09:59:18,2019-04-04 09:59:18,0.004s,PASSED
"setText(findTestObject(""Page_Login/input_Username""), Username)",Chrome 73.0.3683.86,,2019-04-04 09:59:18,2019-04-04 09:59:18,0.553s,PASSED
"setText(findTestObject(""Page_Login/input_Password""), Password)",Chrome 73.0.3683.86,,2019-04-04 09:59:18,2019-04-04 09:59:18,0.289s,PASSED
"click(findTestObject(""Page_Login/a_Login""))",Chrome 73.0.3683.86,,2019-04-04 09:59:18,2019-04-04 09:59:19,0.221s,PASSED
delay(2),Chrome 73.0.3683.86,,2019-04-04 09:59:19,2019-04-04 09:59:21,2.060s,PASSED
signedInPage = getUrl(),Chrome 73.0.3683.86,,2019-04-04 09:59:21,2019-04-04 09:59:21,0.043s,PASSED
"assert signedInPage == ""http://ec2-54-148-80-155.us-west-2.compute.amazonaws.com:8080/Sites/#/site""",Chrome 73.0.3683.86,,2019-04-04 09:59:21,2019-04-04 09:59:21,0.000s,PASSED
"click(findTestObject(""Page_HomePage/Profile/i_Add Site_upDownIcon""))",Chrome 73.0.3683.86,,2019-04-04 09:59:21,2019-04-04 09:59:21,0.205s,PASSED
"click(findTestObject(""Page_HomePage/Profile/a_Sign Out""))",Chrome 73.0.3683.86,,2019-04-04 09:59:21,2019-04-04 09:59:21,0.208s,PASSED
"click(findTestObject(""Page_HomePage/Profile/a_Yes""))",Chrome 73.0.3683.86,,2019-04-04 09:59:21,2019-04-04 09:59:21,0.214s,PASSED
,,,,,,
Test Cases/Sites/TC4_Add_Site,Chrome 73.0.3683.86,,2019-04-04 09:59:21,2019-04-04 09:59:25,3.886s,FAILED
"click(findTestObject(""Page_HomePage/Add Site/a_Add Site""))",Chrome 73.0.3683.86,,2019-04-04 09:59:22,2019-04-04 09:59:25,3.221s,FAILED
,,,,,,
Test Cases/Logout/TC3_Logout,Chrome 73.0.3683.86,,2019-04-04 09:59:25,2019-04-04 09:59:27,1.938s,FAILED
delay(1),Chrome 73.0.3683.86,,2019-04-04 09:59:26,2019-04-04 09:59:27,1.012s,PASSED
"click(findTestObject(""Page_HomePage/Profile/i_Add Site_upDownIcon""))",Chrome 73.0.3683.86,,2019-04-04 09:59:27,2019-04-04 09:59:27,0.074s,FAILED
