Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS2_Add_Site,Chrome 73.0.3683.86,,2019-04-04 09:38:05,2019-04-04 09:38:23,18.300s,ERROR
,,,,,,
Test Cases/Login_Tests/TC1_Login_Valid,Chrome 73.0.3683.86,,2019-04-04 09:38:05,2019-04-04 09:38:16,11.073s,PASSED
"openBrowser("""")",Chrome 73.0.3683.86,,2019-04-04 09:38:07,2019-04-04 09:38:12,5.146s,PASSED
"navigateToUrl(""http://ec2-54-148-80-155.us-west-2.compute.amazonaws.com:8080/Sites/#/login"")",Chrome 73.0.3683.86,,2019-04-04 09:38:12,2019-04-04 09:38:13,0.997s,PASSED
startPage = getUrl(),Chrome 73.0.3683.86,,2019-04-04 09:38:13,2019-04-04 09:38:13,0.279s,PASSED
"assert startPage == ""http://ec2-54-148-80-155.us-west-2.compute.amazonaws.com:8080/Sites/#/login""",Chrome 73.0.3683.86,,2019-04-04 09:38:13,2019-04-04 09:38:13,0.003s,PASSED
"setText(findTestObject(""Page_Login/input_Username""), Username)",Chrome 73.0.3683.86,,2019-04-04 09:38:13,2019-04-04 09:38:14,0.606s,PASSED
"setText(findTestObject(""Page_Login/input_Password""), Password)",Chrome 73.0.3683.86,,2019-04-04 09:38:14,2019-04-04 09:38:14,0.413s,PASSED
"click(findTestObject(""Page_Login/a_Login""))",Chrome 73.0.3683.86,,2019-04-04 09:38:14,2019-04-04 09:38:14,0.214s,PASSED
delay(2),Chrome 73.0.3683.86,,2019-04-04 09:38:14,2019-04-04 09:38:16,2.067s,PASSED
signedInPage = getUrl(),Chrome 73.0.3683.86,,2019-04-04 09:38:16,2019-04-04 09:38:16,0.029s,PASSED
"assert signedInPage == ""http://ec2-54-148-80-155.us-west-2.compute.amazonaws.com:8080/Sites/#/site""",Chrome 73.0.3683.86,,2019-04-04 09:38:16,2019-04-04 09:38:16,0.001s,PASSED
,,,,,,
Test Cases/Sites/TC4_Add_Site,Chrome 73.0.3683.86,,2019-04-04 09:38:16,2019-04-04 09:38:22,5.314s,ERROR
"click(findTestObject(""Page_HomePage/Add Site/a_Add Site""))",Chrome 73.0.3683.86,,2019-04-04 09:38:17,2019-04-04 09:38:17,0.271s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter Site Name""))",Chrome 73.0.3683.86,,2019-04-04 09:38:17,2019-04-04 09:38:18,0.237s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input__siteName""), findTestData(""Sites/TD_Sites"").getValue(1, 1))",Chrome 73.0.3683.86,,2019-04-04 09:38:18,2019-04-04 09:38:20,2.128s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter Address""))",Chrome 73.0.3683.86,,2019-04-04 09:38:20,2019-04-04 09:38:20,0.271s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter Site Name_address""), findTestData(""Sites/TD_Sites"").getValue(1, 2))",Chrome 73.0.3683.86,,2019-04-04 09:38:20,2019-04-04 09:38:21,0.752s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter City""))",Chrome 73.0.3683.86,,2019-04-04 09:38:21,2019-04-04 09:38:21,0.184s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter Address_city""), findTestData(""Sites/TD_Sites"").getValue(1, 3))",Chrome 73.0.3683.86,,2019-04-04 09:38:21,2019-04-04 09:38:21,0.489s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter State""))",Chrome 73.0.3683.86,,2019-04-04 09:38:21,2019-04-04 09:38:22,0.244s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter City_state""), findTestData(""Sites/TD_Sites"").getValue(1, 4))",Chrome 73.0.3683.86,,2019-04-04 09:38:22,2019-04-04 09:38:22,0.101s,ERROR
,,,,,,
Test Cases/Logout/TC3_Logout,Chrome 73.0.3683.86,,2019-04-04 09:38:22,2019-04-04 09:38:23,1.319s,FAILED
"click(findTestObject(""Page_HomePage/Profile/i_Add Site_upDownIcon""))",Chrome 73.0.3683.86,,2019-04-04 09:38:22,2019-04-04 09:38:23,0.654s,FAILED
