Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS2_Add_Site,Chrome 73.0.3683.86,,2019-04-04 09:59:58,2019-04-04 10:00:25,26.793s,PASSED
,,,,,,
Test Cases/Login_Tests/TC1_Login_Valid,Chrome 73.0.3683.86,,2019-04-04 09:59:59,2019-04-04 10:00:10,11.324s,PASSED
"openBrowser("""")",Chrome 73.0.3683.86,,2019-04-04 10:00:00,2019-04-04 10:00:06,5.421s,PASSED
"navigateToUrl(""http://ec2-54-148-80-155.us-west-2.compute.amazonaws.com:8080/Sites/#/login"")",Chrome 73.0.3683.86,,2019-04-04 10:00:06,2019-04-04 10:00:07,1.056s,PASSED
startPage = getUrl(),Chrome 73.0.3683.86,,2019-04-04 10:00:07,2019-04-04 10:00:07,0.268s,PASSED
"assert startPage == ""http://ec2-54-148-80-155.us-west-2.compute.amazonaws.com:8080/Sites/#/login""",Chrome 73.0.3683.86,,2019-04-04 10:00:07,2019-04-04 10:00:07,0.009s,PASSED
"setText(findTestObject(""Page_Login/input_Username""), Username)",Chrome 73.0.3683.86,,2019-04-04 10:00:07,2019-04-04 10:00:07,0.575s,PASSED
"setText(findTestObject(""Page_Login/input_Password""), Password)",Chrome 73.0.3683.86,,2019-04-04 10:00:07,2019-04-04 10:00:08,0.294s,PASSED
"click(findTestObject(""Page_Login/a_Login""))",Chrome 73.0.3683.86,,2019-04-04 10:00:08,2019-04-04 10:00:08,0.551s,PASSED
delay(2),Chrome 73.0.3683.86,,2019-04-04 10:00:08,2019-04-04 10:00:10,2.054s,PASSED
signedInPage = getUrl(),Chrome 73.0.3683.86,,2019-04-04 10:00:10,2019-04-04 10:00:10,0.024s,PASSED
"assert signedInPage == ""http://ec2-54-148-80-155.us-west-2.compute.amazonaws.com:8080/Sites/#/site""",Chrome 73.0.3683.86,,2019-04-04 10:00:10,2019-04-04 10:00:10,0.000s,PASSED
,,,,,,
Test Cases/Sites/TC4_Add_Site,Chrome 73.0.3683.86,,2019-04-04 10:00:10,2019-04-04 10:00:23,12.630s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_Add Site""))",Chrome 73.0.3683.86,,2019-04-04 10:00:11,2019-04-04 10:00:11,0.319s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter Site Name""))",Chrome 73.0.3683.86,,2019-04-04 10:00:11,2019-04-04 10:00:12,0.256s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input__siteName""), findTestData(""Sites/TD_Sites"").getValue(1, 1))",Chrome 73.0.3683.86,,2019-04-04 10:00:12,2019-04-04 10:00:14,2.686s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter Address""))",Chrome 73.0.3683.86,,2019-04-04 10:00:14,2019-04-04 10:00:14,0.250s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter Site Name_address""), findTestData(""Sites/TD_Sites"").getValue(2, 1))",Chrome 73.0.3683.86,,2019-04-04 10:00:14,2019-04-04 10:00:15,0.602s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter City""))",Chrome 73.0.3683.86,,2019-04-04 10:00:15,2019-04-04 10:00:15,0.211s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter Address_city""), findTestData(""Sites/TD_Sites"").getValue(3, 1))",Chrome 73.0.3683.86,,2019-04-04 10:00:15,2019-04-04 10:00:16,0.609s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter State""))",Chrome 73.0.3683.86,,2019-04-04 10:00:16,2019-04-04 10:00:16,0.199s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter City_state""), findTestData(""Sites/TD_Sites"").getValue(4, 1))",Chrome 73.0.3683.86,,2019-04-04 10:00:16,2019-04-04 10:00:17,0.573s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_NEXT""))",Chrome 73.0.3683.86,,2019-04-04 10:00:17,2019-04-04 10:00:17,0.206s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_NEXT_country""), findTestData(""Sites/TD_Sites"").getValue(5, 1))",Chrome 73.0.3683.86,,2019-04-04 10:00:17,2019-04-04 10:00:18,0.662s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter ZIP Code""))",Chrome 73.0.3683.86,,2019-04-04 10:00:18,2019-04-04 10:00:18,0.236s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter Country_ZIP""), findTestData(""Sites/TD_Sites"").getValue(6, 1))",Chrome 73.0.3683.86,,2019-04-04 10:00:18,2019-04-04 10:00:18,0.530s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter Contact Name""))",Chrome 73.0.3683.86,,2019-04-04 10:00:18,2019-04-04 10:00:19,0.220s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter ZIP Code_cName""), findTestData(""Sites/TD_Sites"").getValue(7, 1))",Chrome 73.0.3683.86,,2019-04-04 10:00:19,2019-04-04 10:00:19,0.499s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter Location Phone Number""))",Chrome 73.0.3683.86,,2019-04-04 10:00:19,2019-04-04 10:00:19,0.189s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter Contact Name_locationPhone""), findTestData(""Sites/TD_Sites"").getValue(8, 1))",Chrome 73.0.3683.86,,2019-04-04 10:00:19,2019-04-04 10:00:20,0.502s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_NEXT_1""))",Chrome 73.0.3683.86,,2019-04-04 10:00:20,2019-04-04 10:00:20,0.184s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_Next (1)""))",Chrome 73.0.3683.86,,2019-04-04 10:00:20,2019-04-04 10:00:20,0.227s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_Copy to all""))",Chrome 73.0.3683.86,,2019-04-04 10:00:20,2019-04-04 10:00:20,0.280s,PASSED
"verifyElementPresent(findTestObject(""Page_HomePage/Add Site/div_Success""), 20)",Chrome 73.0.3683.86,,2019-04-04 10:00:20,2019-04-04 10:00:21,0.106s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_Next_1 (1)""))",Chrome 73.0.3683.86,,2019-04-04 10:00:21,2019-04-04 10:00:21,0.226s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_Finish""))",Chrome 73.0.3683.86,,2019-04-04 10:00:21,2019-04-04 10:00:21,0.168s,PASSED
"verifyElementPresent(findTestObject(""Page_HomePage/Add Site/div_Success""), 20)",Chrome 73.0.3683.86,,2019-04-04 10:00:21,2019-04-04 10:00:21,0.110s,PASSED
delay(2),Chrome 73.0.3683.86,,2019-04-04 10:00:21,2019-04-04 10:00:23,2.004s,PASSED
,,,,,,
Test Cases/Logout/TC3_Logout,Chrome 73.0.3683.86,,2019-04-04 10:00:23,2019-04-04 10:00:25,2.208s,PASSED
delay(1),Chrome 73.0.3683.86,,2019-04-04 10:00:24,2019-04-04 10:00:25,1.046s,PASSED
"click(findTestObject(""Page_HomePage/Profile/i_Add Site_upDownIcon""))",Chrome 73.0.3683.86,,2019-04-04 10:00:25,2019-04-04 10:00:25,0.131s,PASSED
"click(findTestObject(""Page_HomePage/Profile/a_Sign Out""))",Chrome 73.0.3683.86,,2019-04-04 10:00:25,2019-04-04 10:00:25,0.146s,PASSED
"click(findTestObject(""Page_HomePage/Profile/a_Yes""))",Chrome 73.0.3683.86,,2019-04-04 10:00:25,2019-04-04 10:00:25,0.163s,PASSED
