Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS2_Add_Site,Chrome 73.0.3683.86,,2019-04-04 09:51:21,2019-04-04 09:51:44,22.325s,FAILED
,,,,,,
Test Cases/Login_Tests/TC1_Login_Valid,Chrome 73.0.3683.86,,2019-04-04 09:51:22,2019-04-04 09:51:34,11.912s,PASSED
"openBrowser("""")",Chrome 73.0.3683.86,,2019-04-04 09:51:23,2019-04-04 09:51:28,5.637s,PASSED
"navigateToUrl(""http://ec2-54-148-80-155.us-west-2.compute.amazonaws.com:8080/Sites/#/login"")",Chrome 73.0.3683.86,,2019-04-04 09:51:28,2019-04-04 09:51:30,1.418s,PASSED
startPage = getUrl(),Chrome 73.0.3683.86,,2019-04-04 09:51:30,2019-04-04 09:51:30,0.368s,PASSED
"assert startPage == ""http://ec2-54-148-80-155.us-west-2.compute.amazonaws.com:8080/Sites/#/login""",Chrome 73.0.3683.86,,2019-04-04 09:51:30,2019-04-04 09:51:30,0.014s,PASSED
"setText(findTestObject(""Page_Login/input_Username""), Username)",Chrome 73.0.3683.86,,2019-04-04 09:51:30,2019-04-04 09:51:31,0.652s,PASSED
"setText(findTestObject(""Page_Login/input_Password""), Password)",Chrome 73.0.3683.86,,2019-04-04 09:51:31,2019-04-04 09:51:31,0.380s,PASSED
"click(findTestObject(""Page_Login/a_Login""))",Chrome 73.0.3683.86,,2019-04-04 09:51:31,2019-04-04 09:51:32,0.315s,PASSED
delay(2),Chrome 73.0.3683.86,,2019-04-04 09:51:32,2019-04-04 09:51:34,2.046s,PASSED
signedInPage = getUrl(),Chrome 73.0.3683.86,,2019-04-04 09:51:34,2019-04-04 09:51:34,0.067s,PASSED
"assert signedInPage == ""http://ec2-54-148-80-155.us-west-2.compute.amazonaws.com:8080/Sites/#/site""",Chrome 73.0.3683.86,,2019-04-04 09:51:34,2019-04-04 09:51:34,0.002s,PASSED
,,,,,,
Test Cases/Sites/TC4_Add_Site,Chrome 73.0.3683.86,,2019-04-04 09:51:34,2019-04-04 09:51:42,7.962s,FAILED
"click(findTestObject(""Page_HomePage/Add Site/a_Add Site""))",Chrome 73.0.3683.86,,2019-04-04 09:51:35,2019-04-04 09:51:35,0.316s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter Site Name""))",Chrome 73.0.3683.86,,2019-04-04 09:51:35,2019-04-04 09:51:35,0.270s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input__siteName""), findTestData(""Sites/TD_Sites"").getValue(1, 1))",Chrome 73.0.3683.86,,2019-04-04 09:51:35,2019-04-04 09:51:38,2.804s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter Address""))",Chrome 73.0.3683.86,,2019-04-04 09:51:38,2019-04-04 09:51:38,0.289s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter Site Name_address""), findTestData(""Sites/TD_Sites"").getValue(2, 1))",Chrome 73.0.3683.86,,2019-04-04 09:51:38,2019-04-04 09:51:39,0.838s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter City""))",Chrome 73.0.3683.86,,2019-04-04 09:51:39,2019-04-04 09:51:39,0.221s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter Address_city""), findTestData(""Sites/TD_Sites"").getValue(3, 1))",Chrome 73.0.3683.86,,2019-04-04 09:51:39,2019-04-04 09:51:40,0.585s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/label_Enter State""))",Chrome 73.0.3683.86,,2019-04-04 09:51:40,2019-04-04 09:51:40,0.216s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_Enter City_state""), findTestData(""Sites/TD_Sites"").getValue(4, 1))",Chrome 73.0.3683.86,,2019-04-04 09:51:40,2019-04-04 09:51:41,0.506s,PASSED
"click(findTestObject(""Page_HomePage/Add Site/a_NEXT""))",Chrome 73.0.3683.86,,2019-04-04 09:51:41,2019-04-04 09:51:41,0.199s,PASSED
"setText(findTestObject(""Page_HomePage/Add Site/input_NEXT_country""), findTestData(""Sites/TD_Sites"").getValue(5, 1))",Chrome 73.0.3683.86,,2019-04-04 09:51:41,2019-04-04 09:51:42,0.751s,FAILED
,,,,,,
Test Cases/Logout/TC3_Logout,Chrome 73.0.3683.86,,2019-04-04 09:51:42,2019-04-04 09:51:44,1.781s,FAILED
"click(findTestObject(""Page_HomePage/Profile/i_Add Site_upDownIcon""))",Chrome 73.0.3683.86,,2019-04-04 09:51:43,2019-04-04 09:51:43,0.724s,FAILED
